clientsid,cli_no,date,cli_name,address,phone,rep_no,branch_no,birth_date,last_trade,addr,city,state,zip,lname,fname,middle,soc_sec,employer,empaddr,nocontact,customerid,lastmodify,addr2,longname,acct_type,inact_date,nac_date,jtsoc_sec,jtname,jtdob,closed,rap,cru_date,m_addr,m_addr2,m_city,m_state,m_zip
NULL,"999962716",2002/11/16 00:00:00,"LONGLY, PATRICIA","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BARRINGTON","NH","03825-","LONGLY","PATRICIA",NULL,"999-96-2716",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999963933",2003/03/07 00:00:00,"DEARBORN, HUGH","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","EAST ROCHESTER","NH","03867-","DEARBORN","HUGH",NULL,"999-96-3933",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964063",2002/12/26 00:00:00,"DEADERS, BETTY C","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","W NOTTINGHAM","NH","03291-","DEADERS","BETTY C",NULL,"999-96-4063",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964271",2003/03/07 00:00:00,"POLLIS, FRANCES","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","POLLIS","FRANCES",NULL,"999-96-4271",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964382",2003/03/07 00:00:00,"JACKS, LUCILLE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-","JACKS","LUCILLE",NULL,"999-96-4382",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964387",2003/03/07 00:00:00,"QUERTY, EVELYN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","HAMPTON","NH","03843-","QUERTY","EVELYN",NULL,"999-96-4387",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964538",2003/03/07 00:00:00,"WITRES, DONALD","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","HAMPTON","NH","03842-","WITRES","DONALD",NULL,"999-96-4538",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999964978",2003/03/07 00:00:00,"KOLS, LUCINDA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROCHESTER","NH","03867-","KOLS","LUCINDA",NULL,"999-96-4978",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999981941",2003/03/07 00:00:00,"WALLACE, JUNE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","EAST WAKEFIELD","NH","03830-","WALLACE","JUNE",NULL,"999-98-1941",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999983326",2002/12/31 00:00:00,"HACKMAN, DONALD A","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-5768","HACKMAN","DONALD A",NULL,"999-98-3326",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999987005",2002/11/17 00:00:00,"JUJU, JANET","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","CAMPTON","NH","03223-","JUJU","JANET",NULL,"999-98-7005",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999988019",2002/12/12 00:00:00,"LEE, KATHLEEN G","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","CONCORD","NH","03303-","LEE","KATHLEEN G",NULL,"999-98-8019",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999989184",2003/03/07 00:00:00,"POLINE, STANLEY","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","DOVER","NH","03820-","POLINE","STANLEY",NULL,"999-98-9184",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999900626",2002/10/21 00:00:00,"AUILE, SANDRA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","TILTON","NH","03267-6009","AUILE","SANDRA",NULL,"999-90-0626",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999900919",2002/10/21 00:00:00,"KEWEUI, MARGUERITE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","GILFORD","NH","03246-6522","KEWEUI","MARGUERITE",NULL,"999-90-0919",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999901104",2003/03/07 00:00:00,"RESTE, PETER","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","STRATHAM","NH","03885-","RESTE","PETER",NULL,"999-90-1104",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999902332",2003/03/07 00:00:00,"RAINDEER, STEVEN","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ALTON","NH","03809-","RAINDEER","STEVEN",NULL,"999-90-2332",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999902635",2002/04/01 00:00:00,"WOOD, ADELARD H","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1938/12/31 00:00:00,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NORTHVILLE","MI","48167-","WOOD","ADELARD H",NULL,"999-90-2635",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99992635R",2002/03/01 00:00:00,"DESK, ADELARD H","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1941/01/06 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","NORTHVILLE","MI","48167-","DESK","ADELARD H",NULL,"999-92-635R",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999902884",2003/03/07 00:00:00,"CHAIR, LLOYD","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","SOUTH BERWICK","ME","03980-","CHAIR","LLOYD",NULL,"999-90-2884",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903013",2003/03/07 00:00:00,"PENS, DOUGLAS","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","SEABROOK","NH","03874-","PENS","DOUGLAS",NULL,"999-90-3013",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903081",2003/03/07 00:00:00,"PENN, PAUL","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","PENN","PAUL",NULL,"999-90-3081",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903499",2003/03/07 00:00:00,"GLASS, PAUL","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ALEXANDRIA","VA","22308-","GLASS","PAUL",NULL,"999-90-3499",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903553",2003/03/07 00:00:00,"BROWN, JOANNE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","DOVER","NH","03820-","BROWN","JOANNE",NULL,"999-90-3553",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903680",2003/01/07 00:00:00,"BLACK, RICHARD L","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","SOUTH BERWICK","ME","03908-1310","BLACK","RICHARD L",NULL,"999-90-3680",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903981",2003/03/07 00:00:00,"DUTCHESS, SLYVIA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","ROCHESTER","NH","03867-","DUTCHESS","SLYVIA",NULL,"999-90-3981",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999903996",2003/03/07 00:00:00,"SINGER, LEON","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BARRINGTON","NH","03825-","SINGER","LEON",NULL,"999-90-3996",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999904015",2003/03/07 00:00:00,"SCREAMER, STEPHEN","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","EAST ROCHESTER","NH","03868-","SCREAMER","STEPHEN",NULL,"999-90-4015",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999904351",2002/11/11 00:00:00,"MEDALS, NANCY","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","MERRIMACK","NH","03054-4014","MEDALS","NANCY",NULL,"999-90-4351",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999904626",2003/03/07 00:00:00,"WALLACE, EDWARD","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-","WALLACE","EDWARD",NULL,"999-90-4626",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999904819",2002/02/14 00:00:00,"WINDOWS, PATRICIA","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","NEWTON","NJ","07860-6814","WINDOWS","PATRICIA",NULL,"999-90-4819",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999905360",2002/07/06 00:00:00,"CUPS, WILLIAM","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1941/09/18 00:00:00,1994/08/11 00:00:00,"999 HARRIS TIME PKWY OLYMPIA W","Newton","NJ","07860-","CUPS","WILLIAM",NULL,"999-90-5360",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999905381",2002/12/17 00:00:00,"COFFEE, RICHARD","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1954/07/31 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","Phoenix","AZ","85024-6501","COFFEE","RICHARD",NULL,"999-90-5381",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99995381J",2002/04/16 00:00:00,"ERASER, RICHARD","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","Phoenix","AZ","85024-6501","ERASER","RICHARD",NULL,"999-95-381J",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99995381R",2002/03/09 00:00:00,"BOZ, RICHARD","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1941/03/25 00:00:00,1996/05/03 00:00:00,"123 SKYWOOD DRIVE NORTH PARK O","Phoenix","AZ","85024-6501","BOZ","RICHARD",NULL,"999-95-381R",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999905418",2003/03/07 00:00:00,"ZINGER, BETTE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1941/01/23 00:00:00,NULL,"999 HARRIS TIME PKWY OLYMPIA W","LACONIA","HI","03246-","ZINGER","BETTE",NULL,"999-90-5418",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999909596",2003/03/07 00:00:00,"LASTLY, DANIEL","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ROCHESTER","NH","03867-","LASTLY","DANIEL",NULL,"999-90-9596",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99999762S",2002/09/26 00:00:00,"WINTERS, PETER W","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NESHANIC STATION","NJ","08853-3609","WINTERS","PETER W",NULL,"999-99-762S",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999920943",2002/06/01 00:00:00,"HALEY, HARRIS","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","Fairport","NY","14450-9411","HALEY","HARRIS",NULL,"999-92-0943",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99990943J",1999/04/16 00:00:00,"JULES, HARRIS","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1943/11/20 00:00:00,1996/03/19 00:00:00,"999 HARRIS TIME PKWY OLYMPIA W","Fairport","NY","14450-9411","JULES","HARRIS",NULL,"999-90-943J",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999922632",2002/10/21 00:00:00,"SAMS, ROLAND","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","ELIOT","MA","03903-1153","SAMS","ROLAND",NULL,"999-92-2632",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999924306",2002/12/08 00:00:00,"DINGY, LEE E","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","EXETER","NH","03833-","DINGY","LEE E",NULL,"999-92-4306",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999924543",2002/11/17 00:00:00,"DASTERD, SUSAN","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","BERWICK","ME","03901-","DASTERD","SUSAN",NULL,"999-92-4543",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999924702",2003/03/07 00:00:00,"BASLEY, JAMES","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","SANFORD","ME","04073-","BASLEY","JAMES",NULL,"999-92-4702",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999924973",2003/01/07 00:00:00,"LUNG, PAULINE V.","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","PORTLAND","ME","04104-7184","LUNG","PAULINE V.",NULL,"999-92-4973",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99995336I",1999/02/18 00:00:00,"HEART, PATRICIA","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,1943/08/13 00:00:00,1996/02/13 00:00:00,"999 HARRIS TIME PKWY OLYMPIA W","Darien","IL","60561-","HEART","PATRICIA",NULL,"999-95-336I",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999925486",2003/04/17 00:00:00,"FOOT, DOROTHY K","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1942/03/25 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","HAMPTON","NH","03842-3910","FOOT","DOROTHY K",NULL,"999-92-5486",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999928497",2003/03/07 00:00:00,"HANDS, THEODORE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-","HANDS","THEODORE",NULL,"999-92-8497",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999929351",2003/03/07 00:00:00,"WILLIS, ELLEN","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","KITTERY POINT","ME","03905-","WILLIS","ELLEN",NULL,"999-92-9351",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999929436",2003/03/07 00:00:00,"FRANKS, PHILLIP","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NEWMARKET","NH","03857-","FRANKS","PHILLIP",NULL,"999-92-9436",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"99999575T",2003/01/02 00:00:00,"PARKS, ROBERGE LIVING","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","SOMERSWORTH","NH","03878-","PARKS","ROBERGE LIVING",NULL,"999-99-575T",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999929966",2002/12/06 00:00:00,"TIM, THELMA J","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","PORTSMOUTH","NH","03801-","TIM","THELMA J",NULL,"999-92-9966",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999940758",2002/05/01 00:00:00,"JOHNS, LAWRENCE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,1945/07/31 00:00:00,NULL,"123 SKYWOOD DRIVE NORTH PARK O","Sewickley","PA","01543","JOHNS","LAWRENCE",NULL,"999-94-0758",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999940855",2002/12/08 00:00:00,"LONGLY, DIANE","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","YORK","ME","03909-","LONGLY","DIANE",NULL,"999-94-0855",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999940859",2003/03/07 00:00:00,"DEARBORN, GRACE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","PORTSMOUTH","NH","03801-","DEARBORN","GRACE",NULL,"999-94-0859",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999940974",2003/03/07 00:00:00,"DEADERS, GARY","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NORTH HAMPTON","NH","03862-","DEADERS","GARY",NULL,"999-94-0974",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999941065",2003/03/07 00:00:00,"POLLIS, JOANNE","123 SKYWOOD DRIVE NORTH PARK OH 12345","(800)123-1234",2,0,NULL,NULL,"123 SKYWOOD DRIVE NORTH PARK O","PORTSMOUTH","NH","03801-","POLLIS","JOANNE",NULL,"999-94-1065",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"999941112",2003/03/07 00:00:00,"JACKS, THOMAS","999 HARRIS TIME PKWY OLYMPIA WA 01234","(800)123-1234",2,0,NULL,NULL,"999 HARRIS TIME PKWY OLYMPIA W","NEWFIELDS","NH","03856-","JACKS","THOMAS",NULL,"999-94-1112",NULL,NULL,0,1,2018/07/31 09:27:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
